"Default","WC/TA","RE/TA","EBIT/TA","ME/TL","S/TA"
0,0.04,0.36,0.03,1.71,0.31
0,0.05,0.36,0.04,1.80,0.38
0,0.06,0.38,0.06,2.00,0.49
0,-0.01,0.17,0.04,0.48,0.31
0,-0.03,0.19,0.04,0.47,0.28
0,-0.07,0.16,0.00,0.21,0.21
0,-0.03,0.07,0.01,0.08,0.22
0,0.01,0.08,0.03,0.15,0.24
0,-0.01,0.02,0.03,0.13,0.27
0,0.29,0.28,0.09,1.85,0.36
0,0.33,0.34,0.08,1.30,0.37
0,0.22,0.33,0.09,2.01,0.33
0,0.14,0.31,0.04,1.12,0.22
0,0.14,0.30,0.05,0.57,0.20
0,0.14,0.32,0.04,0.62,0.22
0,0.14,0.34,0.06,0.82,0.22
0,0.15,0.35,0.02,0.50,0.25
0,0.28,0.32,0.08,0.69,0.29
0,0.27,0.33,0.06,1.92,0.43
0,0.25,0.33,0.03,2.32,0.30
0,0.37,0.44,0.05,3.57,0.24
0,0.26,0.48,0.05,7.11,0.22
0,0.26,0.53,0.06,13.18,0.20
0,0.31,0.59,0.08,16.01,0.19
0,0.30,0.62,0.02,12.46,0.14
0,0.31,0.59,0.03,6.62,0.17
0,0.38,0.62,0.06,13.97,0.22
0,0.54,0.71,0.06,13.18,0.24
0,-0.06,0.07,0.05,0.45,0.14
0,-0.09,0.07,0.04,0.34,0.14
0,-0.08,0.06,0.04,0.33,0.18
0,-0.01,-0.09,0.03,0.25,0.10
0,0.02,-0.05,0.03,0.32,0.10
0,-0.01,-0.08,0.05,0.87,0.13
0,0.07,-0.28,0.07,0.28,0.59
0,0.27,-0.38,0.06,0.20,0.50
1,0.29,-0.44,0.06,0.41,0.54
0,0.38,0.18,0.06,1.90,0.22
0,0.46,0.19,0.05,1.86,0.18
0,0.38,0.20,0.05,1.86,0.19
0,0.37,0.21,0.04,0.68,0.19
0,0.31,0.21,0.03,0.79,0.15
0,0.40,0.23,0.04,2.25,0.15
0,0.25,0.13,0.04,2.24,0.18
0,0.22,0.25,0.04,2.14,0.19
0,0.24,0.37,0.06,4.11,0.19
0,0.28,0.47,0.06,5.34,0.19
0,0.35,0.14,0.03,4.67,0.17
0,0.50,0.19,0.06,2.88,0.21
0,0.63,0.25,0.04,1.97,0.20
0,0.45,0.28,0.05,1.33,0.17
0,0.38,0.28,0.05,1.12,0.24
0,0.22,0.35,0.05,2.27,0.29
0,0.26,0.30,0.07,1.89,0.28
0,0.22,0.35,0.06,2.49,0.31
0,0.21,0.31,0.05,1.68,0.27
0,0.28,0.31,0.04,1.22,0.19
0,0.30,0.28,0.01,0.83,0.25
0,0.27,0.22,0.02,1.17,0.23
0,0.28,0.21,0.04,1.02,0.24
0,0.28,0.24,0.04,1.30,0.24
0,0.35,0.34,0.05,2.16,0.25
0,0.57,0.28,0.11,15.24,0.46
0,0.58,0.36,0.06,11.59,0.64
0,0.11,0.03,0.00,0.97,0.04
0,0.05,0.02,0.01,0.92,0.05
0,0.03,-0.01,0.01,0.55,0.05
0,0.02,-0.04,0.01,0.60,0.05
0,0.05,-0.05,0.01,0.27,0.05
0,0.03,-0.23,0.02,0.23,0.06
0,0.08,0.28,0.06,1.81,0.28
0,0.06,0.19,0.06,2.44,0.27
0,-0.01,0.15,0.06,2.16,0.25
0,0.19,0.42,0.05,1.10,0.21
0,0.04,0.48,0.07,0.83,0.23
0,0.16,0.28,0.06,1.11,0.32
0,0.16,0.33,0.06,1.27,0.33
0,0.15,0.33,0.06,1.70,0.32
0,0.19,0.35,0.04,0.87,0.30
0,0.13,0.35,0.04,0.95,0.29
0,0.15,0.31,0.04,0.60,0.27
0,0.09,0.24,0.03,0.59,0.27
0,0.16,0.13,0.03,0.60,0.26
0,0.13,0.14,0.06,0.73,0.31
0,0.20,0.17,0.04,0.92,0.33
0,0.25,0.06,0.06,5.60,0.47
0,0.31,0.02,0.03,1.14,0.33
0,0.22,0.00,0.04,1.83,0.23
0,0.27,-0.22,0.05,0.84,0.33
0,0.28,-0.20,0.06,1.97,0.41
0,0.28,-0.23,0.06,1.39,0.43
0,0.22,0.03,0.06,0.28,0.42
0,0.17,-0.01,0.08,0.60,0.40
1,-0.44,-0.09,0.03,0.05,0.33
0,0.39,0.32,0.06,1.25,0.46
0,0.43,0.37,0.06,1.36,0.43
0,0.38,0.32,0.05,1.27,0.39
0,0.34,0.30,0.01,0.67,0.35
0,0.32,0.30,0.03,0.92,0.38
0,0.34,0.36,0.04,0.98,0.38
0,0.37,0.39,0.04,1.11,0.38
0,0.40,0.41,0.04,1.66,0.35
0,0.43,0.46,0.04,2.50,0.36
0,0.37,0.43,0.04,2.95,0.38
0,0.15,0.04,0.06,1.07,0.95
0,0.04,0.05,0.06,1.43,0.81
0,0.08,0.07,0.07,1.51,0.69
0,0.05,0.10,0.05,1.03,0.53
0,0.04,0.16,0.06,1.04,0.70
0,0.04,0.17,0.08,0.81,0.86
0,0.50,-0.05,0.04,0.13,0.25
0,0.33,-0.64,-0.07,0.10,0.26
0,0.07,0.57,0.12,1.85,0.71
0,0.11,0.54,0.12,1.91,0.61
0,0.10,0.58,0.09,2.16,0.66
0,0.04,0.58,0.10,0.92,0.66
0,0.04,0.57,0.10,0.56,0.63
0,0.09,0.64,0.09,1.18,0.61
0,0.10,0.64,0.09,0.86,0.62
0,0.14,0.58,0.08,0.40,0.55
0,0.22,0.59,0.06,0.53,0.52
0,0.20,0.60,0.06,0.87,0.51
0,0.30,0.16,0.08,0.65,0.52
0,0.21,0.17,0.05,1.04,0.48
0,0.27,0.21,0.06,1.71,0.50
1,0.00,0.01,0.03,0.19,0.31
0,0.00,0.15,0.04,0.58,0.19
0,0.00,0.14,0.05,0.63,0.28
0,-0.02,0.14,0.06,0.72,0.35
0,0.01,0.06,0.04,0.60,0.16
0,0.00,0.04,0.04,0.35,0.16
0,0.00,0.05,0.06,0.46,0.08
0,-0.02,0.05,0.07,0.74,0.09
0,-0.02,0.08,0.07,0.85,0.10
0,-0.02,0.09,0.07,1.04,0.11
0,-0.03,0.09,0.05,1.03,0.10
0,0.32,0.11,0.05,0.97,0.33
0,0.29,0.18,0.07,1.23,0.36
0,0.27,0.20,0.07,1.43,0.35
0,0.03,0.66,0.06,2.02,0.22
0,0.09,0.65,0.07,2.28,0.18
0,0.06,0.59,0.07,2.65,0.18
0,0.05,0.62,0.06,2.22,0.15
0,0.17,0.55,0.06,2.48,0.13
0,0.03,0.32,0.05,1.52,0.12
0,0.02,0.33,0.04,1.30,0.11
0,0.07,0.36,0.06,1.76,0.14
0,0.05,0.23,0.05,2.26,0.14
0,0.03,0.23,0.06,1.86,0.13
0,0.61,0.33,0.07,0.46,0.39
0,0.58,0.35,0.07,0.72,0.41
0,0.57,0.31,0.03,0.38,0.35
1,0.57,0.26,-0.01,0.11,0.25
0,0.16,-0.18,0.05,1.38,0.24
0,0.06,0.22,0.07,3.77,0.21
0,0.04,0.03,0.06,0.72,0.16
0,0.13,0.06,0.04,1.13,0.19
0,0.15,0.12,0.06,1.89,0.19
0,0.20,0.30,0.05,1.33,0.36
0,0.26,0.31,0.04,1.32,0.41
0,0.24,0.34,0.04,1.82,0.40
0,0.22,0.31,0.07,0.81,0.41
0,0.18,0.34,0.05,0.74,0.40
0,0.18,0.38,0.05,0.48,0.39
0,0.11,0.19,0.05,0.19,0.50
0,0.13,0.23,0.05,0.47,0.58
0,0.13,0.25,0.07,0.56,0.66
0,0.14,0.29,0.05,0.69,0.69
0,-0.09,-0.07,0.03,0.22,0.36
0,0.14,0.21,0.06,1.95,0.30
0,0.14,0.22,0.06,1.95,0.30
0,0.15,0.20,0.05,1.93,0.30
0,0.13,0.22,0.05,1.95,0.30
0,0.14,0.21,0.05,1.94,0.30
0,0.14,0.20,0.05,1.95,0.31
0,0.15,0.23,0.07,1.96,0.29
0,0.15,0.22,0.06,1.95,0.31
1,0.14,0.19,0.05,1.94,0.31
1,0.13,0.20,0.06,1.96,0.29
0,0.13,0.20,0.06,1.95,0.31
0,0.14,0.20,0.06,1.94,0.30
0,0.15,0.21,0.05,1.95,0.31
0,0.14,0.20,0.05,1.94,0.30
0,0.14,0.22,0.05,1.94,0.30
0,0.16,0.21,0.05,1.95,0.31
0,0.14,0.20,0.06,1.95,0.31
0,0.15,0.21,0.04,1.95,0.30
0,0.14,0.21,0.05,1.95,0.30
0,0.15,0.20,0.06,1.95,0.32
0,0.14,0.21,0.06,1.95,0.32
0,0.15,0.21,0.05,1.93,0.29
1,0.13,0.20,0.06,1.93,0.30
1,0.14,0.21,0.05,1.94,0.30
0,0.14,0.20,0.05,1.95,0.31
0,0.13,0.20,0.06,1.93,0.30
0,0.16,0.21,0.04,1.96,0.30
0,0.15,0.21,0.05,1.94,0.30
0,0.15,0.20,0.05,1.96,0.31
0,0.13,0.21,0.05,1.95,0.30
0,0.14,0.20,0.05,1.94,0.31
0,0.14,0.21,0.04,1.95,0.31
0,0.14,0.22,0.06,1.94,0.31
0,0.15,0.22,0.04,1.94,0.31
0,0.14,0.22,0.06,1.95,0.31
0,0.14,0.21,0.06,1.94,0.30
0,0.16,0.22,0.05,1.95,0.32
0,0.14,0.21,0.05,1.94,0.30
0,0.15,0.20,0.06,1.93,0.31
1,0.38,0.09,0.06,6.20,0.28
1,0.17,-0.21,-0.01,0.25,0.18
1,0.15,-0.35,0.02,0.16,0.23
1,0.25,-0.82,-0.01,0.05,0.21
1,-2.04,-2.40,-0.59,0.08,0.12
1,0.10,-2.26,0.07,0.05,0.15
1,0.21,-2.03,0.10,0.10,0.15
1,0.04,-1.51,0.04,0.04,0.05
1,-0.25,-1.38,0.03,0.05,0.04
1,0.32,0.11,0.03,0.06,0.77
1,0.00,-0.24,-0.02,0.41,0.35
1,0.03,-0.31,0.05,0.35,0.17
1,0.03,-0.39,0.04,0.12,0.17
1,0.05,-0.92,0.04,0.05,0.23
1,0.02,-0.99,0.05,0.03,0.21
1,0.14,-0.30,0.05,0.05,0.21
1,0.18,-0.02,0.03,0.28,0.64
1,0.03,-0.30,0.00,0.24,0.80
1,-0.13,-0.31,0.04,0.17,0.53
1,0.40,-0.04,0.07,0.06,0.76
1,-0.08,-0.12,0.04,0.23,0.32
1,-0.12,-0.19,0.02,0.15,0.32
1,-0.18,-0.39,-0.01,0.10,0.41
1,0.23,-1.87,0.00,0.21,0.11
1,-0.21,-0.85,0.05,0.07,0.55
1,-0.12,-0.09,-0.01,0.14,0.34
1,0.24,-0.29,0.06,2.13,0.21
1,0.17,-0.26,0.03,0.03,0.19
1,-0.90,-0.52,0.04,0.03,0.59
1,0.30,0.03,0.03,0.04,0.57
1,0.41,-0.23,0.06,0.31,0.53
1,0.19,0.13,0.07,0.05,0.82
1,0.03,-1.85,0.03,0.03,0.68
1,0.17,-0.07,0.00,0.04,0.24
1,0.01,-0.26,0.04,0.30,0.15
1,-0.99,-0.43,0.00,0.04,0.33
1,0.07,-0.11,0.04,0.04,0.12
